instance;weight;size;nodes;avg_cc;avg_min_k;avg_ratio;time;alg
BPPC_2_0_7.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_7_0_6.txt_0.5.bz2;4261;10;47351;9.00401;7.52698;0.845921;54;mcqdw
BPPC_5_0_4.txt_0.5.bz2;2711;7;220;6.19981;4.53751;0.735974;0;mcqdw
BPPC_2_0_3.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_7_0_4.txt_0.7.bz2;2830;7;3990;5.91611;4.52389;0.774307;8;mcqdw
BPPC_2_0_4.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_6_0_9.txt_0.4.bz2;4352;10;5281;9.46862;7.8927;0.840121;6;mcqdw
BPPC_8_0_10.txt_0.9.bz2;1998;5;1440;4.31267;3.00436;0.70412;31;mcqdw
BPPC_3_0_3.txt_0.7.bz2;758;8;29128;6.92537;5.59165;0.815144;59;mcqdw
BPPC_1_0_1.txt_0.4.bz2;947;11;7676;8.98562;7.42094;0.83129;7;mcqdw
BPPC_5_0_5.txt_0.8.bz2;1710;4;38;4.52416;2.8215;0.633868;0;mcqdw
BPPC_2_0_1.txt_0.7.bz2;649;7;3051;6.24976;4.90341;0.793195;8;mcqdw
BPPC_6_0_7.txt_0.1.bz2;12422;32;156210;27.1567;25.4281;0.937128;233;mcqdw
BPPC_6_0_6.txt_0.2.bz2;7829;21;94931;16.0585;14.3749;0.898885;89;mcqdw
BPPC_1_0_10.txt_0.6.bz2;601;8;1028;6.26416;4.77871;0.77028;3;mcqdw
BPPC_6_0_2.txt_0.9.bz2;1529;4;60;4.02656;2.57705;0.655638;1;mcqdw
BPPC_7_0_9.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_3_0_9.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_2_0_4.txt_0.4.bz2;1199;14;285946;11.2609;9.72749;0.87208;330;mcqdw
BPPC_2_0_5.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_6_0_2.txt_0.4.bz2;4331;11;7965;9.27421;7.70094;0.838641;7;mcqdw
BPPC_7_0_5.txt_0.7.bz2;3306;8;2721;6.28212;4.93543;0.794211;9;mcqdw
BPPC_7_0_3.txt_0.8.bz2;2229;5;1113;4.98416;3.65064;0.742922;9;mcqdw
BPPC_1_0_10.txt_0.2.bz2;1676;20;71659;17.2864;15.6436;0.908897;70;mcqdw
BPPC_3_0_3.txt_0.8.bz2;567;6;8500;5.34556;4.10649;0.776172;35;mcqdw
BPPC_8_0_5.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_1_0_9.txt_0.8.bz2;433;5;150;4.77022;3.26727;0.689806;1;mcqdw
BPPC_7_0_4.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_1_0_6.txt_0.6.bz2;611;6;1045;6.20727;4.70838;0.767636;1;mcqdw
BPPC_6_0_7.txt_0.7.bz2;2282;6;394;5.42497;3.9027;0.731704;2;mcqdw
BPPC_6_0_8.txt_0.3.bz2;5707;15;20302;11.9574;10.3352;0.870004;17;mcqdw
BPPC_7_0_3.txt_0.7.bz2;2838;7;3358;6.10785;4.74305;0.785698;8;mcqdw
BPPC_8_0_6.txt_0.5.bz2;5134;12;2150604;9.93817;8.4782;0.862666;3172;mcqdw
BPPC_4_0_8.txt_0.7.bz2;823;9;705271;7.0192;5.72024;0.82507;1008;mcqdw
BPPC_4_0_5.txt_0.6.bz2;994;11;9212863;8.51347;7.12855;0.847299;13869;mcqdw
BPPC_5_0_9.txt_0.2.bz2;6118;16;812;11.8913;9.91458;0.808084;0;mcqdw
BPPC_1_0_10.txt_0.7.bz2;534;6;346;5.51739;4.06077;0.744311;2;mcqdw
BPPC_6_0_8.txt_0.6.bz2;3105;7;739;6.5538;5.04204;0.774494;1;mcqdw
BPPC_8_0_9.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_3_0_4.txt_0.8.bz2;581;6;8576;5.351;4.1032;0.775257;45;mcqdw
BPPC_6_0_5.txt_0.9.bz2;1476;4;126;3.73466;2.3557;0.640571;1;mcqdw
BPPC_2_0_5.txt_0.7.bz2;617;7;3501;6.12417;4.76684;0.787896;7;mcqdw
BPPC_7_0_10.txt_0.2.bz2;9695;25;109043061;20.0018;18.3351;0.920944;166699;mcqdw
BPPC_2_0_5.txt_0.3.bz2;1515;19;3610954;14.2009;12.6146;0.894809;4453;mcqdw
BPPC_3_0_4.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_1_0_5.txt_0.4.bz2;981;11;6298;9.14071;7.56908;0.834312;6;mcqdw
BPPC_7_0_8.txt_0.3.bz2;6977;18;3516578;14.2983;12.7028;0.895039;4292;mcqdw
BPPC_5_0_9.txt_0.5.bz2;3015;8;213;6.22604;4.36848;0.698468;0;mcqdw
BPPC_7_0_5.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_6_0_3.txt_0.5.bz2;3688;9;1991;7.87505;6.3493;0.813779;2;mcqdw
BPPC_6_0_3.txt_0.1.bz2;11409;32;846111;25.5722;23.8349;0.933514;1018;mcqdw
BPPC_2_0_2.txt_0.8.bz2;516;6;1133;4.96216;3.6071;0.737833;7;mcqdw
BPPC_2_0_8.txt_0.6.bz2;793;9;12714;7.23012;5.79325;0.810582;15;mcqdw
BPPC_8_0_7.txt_0.6.bz2;4219;10;233209;8.14391;6.75501;0.839826;312;mcqdw
BPPC_7_0_7.txt_0.9.bz2;1801;4;308;4.19819;2.89646;0.693505;7;mcqdw
BPPC_2_0_7.txt_0.6.bz2;791;8;11355;7.33583;5.90846;0.815123;15;mcqdw
BPPC_7_0_8.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
